,date,title,link
153,20110408,Looming Fight Between Crane Workers and Developers - The New York Times,https://www.nytimes.com/2011/04/09/nyregion/09cranes.html?searchResultPosition=735
154,20180904,Kolkata Bridge Collapse Leaves at Least One Dead and Several Trapped - The New York Times,https://www.nytimes.com/2018/09/04/world/asia/india-kolkata-bridge-collapse.html?searchResultPosition=741
155,20040326,Fiery Truck Crash Closes I-95 in Connecticut For Weeks - The New York Times,https://www.nytimes.com/2004/03/26/nyregion/fiery-truck-crash-closes-i-95-in-connecticut-for-weeks.html?searchResultPosition=742
156,20090212,China Detains Building Chief in TV Complex Blaze - The New York Times,https://www.nytimes.com/2009/02/13/world/asia/13beijing.html?searchResultPosition=752
157,20080319,"In the Wake of a Crane Collapse, a Home Skewered by a Beam - The New York Times",https://www.nytimes.com/2008/03/19/nyregion/19collapse.html?searchResultPosition=754
158,20071108,Fire Dept. Changes Way Demolition Is Supervised - The New York Times,https://www.nytimes.com/2007/11/08/nyregion/08inspections.html?searchResultPosition=755
159,20060728,Senior Official Responsible for Big Dig Project Resigns - The New York Times,https://www.nytimes.com/2006/07/28/us/28dig.html?searchResultPosition=760
160,20040731,Gas Pipeline Explosion Kills About 15 in Belgium - The New York Times,https://www.nytimes.com/2004/07/31/world/gas-pipeline-explosion-kills-about-15-in-belgium.html?searchResultPosition=761
161,20070824,9/11-damaged building is demolition quagmire - The New York Times,https://www.nytimes.com/2007/08/24/business/worldbusiness/24iht-demo.4.7246425.html?searchResultPosition=763
162,20110726,China Rail Crash Raises Questions on High-Speed Safety - The New York Times,https://www.nytimes.com/2011/07/27/world/asia/27china.html?searchResultPosition=766
163,20001203,When Builders Are Inspectors - The New York Times,https://www.nytimes.com/2000/12/03/realestate/when-builders-are-inspectors.html?searchResultPosition=767
164,20060214,No End to Questions in Cheney Hunting Accident - The New York Times,https://www.nytimes.com/2006/02/14/politics/no-end-to-questions-in-cheney-hunting-accident.html?searchResultPosition=778
