1652,130,9
1653,upon,9
1654,questioned,9
1655,partly,9
1656,skyscraper,9
1657,associated,9
1658,allows,9
1659,poured,9
1660,drew,9
1661,vacuum,9
1662,mark,9
1663,financial,9
1664,environmental,9
1665,land,9
1666,possibly,9
1667,dug,9
1668,intense,9
1669,rush,9
1670,oversees,9
1671,driving,9
1672,candidate,9
1673,opening,9
1674,poor,9
1675,immediate,9
1676,suit,9
1677,mandel,9
1678,tied,9
1679,attention,9
1680,failures,9
1681,significant,9
1682,wounded,9
1683,applications,9
1684,cleared,9
1685,shooting,9
1686,network,9
1687,principal,9
1688,bang,9
1689,mile,9
1690,indictment,9
1691,joists,9
1692,indicate,9
1693,defendants,9
1694,fees,9
1695,exits,9
1696,meet,9
1697,delay,9
1698,grant,9
1699,miners,9
1700,lobbying,9
1701,550,9
1702,tierney,9
1703,gutierrez,8
1704,period,8
1705,inadequate,8
1706,visit,8
1707,supervision,8
1708,expert,8
1709,policy,8
1710,trades,8
1711,goal,8
1712,generally,8
1713,mind,8
1714,precautions,8
1715,yards,8
1716,lutheran,8
1717,heights,8
1718,jumped,8
1719,laborers,8
1720,decided,8
1721,clean,8
1722,shock,8
1723,captain,8
1724,shoring,8
1725,ca,8
1726,three-story,8
1727,february,8
1728,rooms,8
1729,double,8
1730,obviously,8
1731,democrat,8
1732,tragic,8
1733,ones,8
1734,routes,8
1735,feared,8
1736,walked,8
1737,48,8
1738,learned,8
1739,bureau,8
1740,statistics,8
1741,risks,8
1742,building.,8
1743,properties,8
1744,travelers,8
1745,unions,8
1746,northwest,8
1747,buses,8
1748,concluded,8
1749,jack,8
1750,leg,8
1751,offered,8
1752,arrest,8
1753,brothers,8
1754,row,8
1755,intended,8
1756,sewer,8
1757,sons,8
1758,cuts,8
1759,northbound,8
1760,currently,8
1761,de,8
1762,figure,8
1763,stepped,8
1764,ambulance,8
1765,onlookers,8
1766,compared,8
1767,cables,8
1768,kielar,8
1769,exterior,8
1770,''this,8
1771,washington,8
1772,anybody,8
1773,planks,8
1774,elected,8
1775,belcastro,8
1776,speak,8
1777,tested,8
1778,jose,8
1779,occur,8
1780,gray,8
1781,wet,8
1782,wrote,8
1783,judge,8
1784,monitoring,8
1785,admitted,8
1786,george,8
1787,improper,8
1788,yorkers,8
1789,lappin,8
1790,base,8
1791,doctor,8
1792,opposed,8
1793,ambulances,8
1794,personnel,8
1795,chris,8
1796,palestinian,8
1797,newspaper,8
1798,distance,8
1799,moment,8
1800,slow,8
1801,offices,8
1802,oversee,8
1803,congress,8
1804,anwar,8
1805,shook,8
1806,slope,8
1807,meant,8
1808,messages,8
1809,mary,8
1810,pressure,8
1811,confidence,8
1812,watch,8
1813,businesses,8
1814,snow,8
1815,collapsing,8
1816,hurricane,8
1817,bringing,8
1818,cracked,8
1819,beddia,8
1820,massive,8
1821,fix,8
1822,knows,8
1823,location,8
1824,parked,8
1825,passenger,8
1826,previously,8
1827,dogs,8
1828,shearing,8
1829,newly,8
1830,unable,8
1831,andrew,8
